district_id;district_name;year;month;week;cases;population;area_km2;density;cases_per_100k
CG;Cần Giờ;2023;7;28;23;71526.0;704.45;102.0;32.156
CC;Củ Chi;2023;7;28;150;462047.0;434.77;1.063;32.464
GV;Gò Vấp;2023;7;28;193;676899.0;19.73;34.308;28.512
HM;Hóc Môn;2023;7;28;159;542243.0;109.17;4.967;29.323
NB;Nhà Bè;2023;7;28;59;206837.0;100.43;2.06;28.525
PN;Phú Nhuận;2023;7;28;32;163961.0;4.86;33.599;19.517
Q1;Quận 1;2023;7;28;38;142625.0;7.73;18.451;26.643
Q10;Quận 10;2023;7;28;44;234819.0;5.72;41.052;18.738
Q11;Quận 11;2023;7;28;47;209867.0;5.14;40.83;22.395
Q12;Quận 12;2023;7;28;192;620146.0;52.74;11.921;30.96
Q3;Quận 3;2023;7;28;22;190375.0;4.92;38.694;11.556
Q4;Quận 4;2023;7;28;35;175329.0;4.18;41.945;19.962
Q5;Quận 5;2023;7;28;37;159073.0;4.27;37.254;23.26
Q6;Quận 6;2023;7;28;45;233561.0;7.19;32.712;19.267
Q7;Quận 7;2023;7;28;76;360155.0;35.69;10.091;21.102
Q8;Quận 8;2023;7;28;104;424667.0;19.18;22.222;24.49
TB;Tân Bình;2023;7;28;136;474792.0;22.43;21.168;28.644
TP;Tân Phú;2023;7;28;100;485348.0;15.97;30.391;20.604
TD;Thủ Đức;2023;7;28;395;1169967.0;211.56;5.53;33.762
BC;Bình Chánh;2023;7;29;302;705508.0;252.69;2.793;42.806
BT;Bình Tân;2023;7;29;280;784173.0;52.02;15.074;35.706
BTH;Bình Thạnh;2023;7;29;141;499164.0;20.76;24.021;28.247
CG;Cần Giờ;2023;7;29;24;71526.0;704.45;102.0;33.554
CC;Củ Chi;2023;7;29;157;462047.0;434.77;1.063;33.979
GV;Gò Vấp;2023;7;29;199;676899.0;19.73;34.308;29.399
HM;Hóc Môn;2023;7;29;175;542243.0;109.17;4.967;32.273
NB;Nhà Bè;2023;7;29;55;206837.0;100.43;2.06;26.591
PN;Phú Nhuận;2023;7;29;33;163961.0;4.86;33.599;20.127
Q1;Quận 1;2023;7;29;43;142625.0;7.73;18.451;30.149
Q10;Quận 10;2023;7;29;48;234819.0;5.72;41.052;20.441
Q11;Quận 11;2023;7;29;47;209867.0;5.14;40.83;22.395
Q12;Quận 12;2023;7;29;170;620146.0;52.74;11.921;27.413
Q3;Quận 3;2023;7;29;28;190375.0;4.92;38.694;14.708
Q4;Quận 4;2023;7;29;43;175329.0;4.18;41.945;24.525
Q5;Quận 5;2023;7;29;29;159073.0;4.27;37.254;18.231
Q6;Quận 6;2023;7;29;56;233561.0;7.19;32.712;23.977
Q7;Quận 7;2023;7;29;79;360155.0;35.69;10.091;21.935
Q8;Quận 8;2023;7;29;103;424667.0;19.18;22.222;24.254
TB;Tân Bình;2023;7;29;140;474792.0;22.43;21.168;29.487
TP;Tân Phú;2023;7;29;136;485348.0;15.97;30.391;28.021
TD;Thủ Đức;2023;7;29;403;1169967.0;211.56;5.53;34.445
BC;Bình Chánh;2023;7;30;299;705508.0;252.69;2.793;42.381
BT;Bình Tân;2023;7;30;267;784173.0;52.02;15.074;34.049
BTH;Bình Thạnh;2023;7;30;138;499164.0;20.76;24.021;27.646
CG;Cần Giờ;2023;7;30;20;71526.0;704.45;102.0;27.962
CC;Củ Chi;2023;7;30;147;462047.0;434.77;1.063;31.815
GV;Gò Vấp;2023;7;30;182;676899.0;19.73;34.308;26.887
HM;Hóc Môn;2023;7;30;187;542243.0;109.17;4.967;34.486
NB;Nhà Bè;2023;7;30;85;206837.0;100.43;2.06;41.095
PN;Phú Nhuận;2023;7;30;28;163961.0;4.86;33.599;17.077
Q1;Quận 1;2023;7;30;41;142625.0;7.73;18.451;28.747
Q10;Quận 10;2023;7;30;45;234819.0;5.72;41.052;19.164
Q11;Quận 11;2023;7;30;48;209867.0;5.14;40.83;22.872
Q12;Quận 12;2023;7;30;168;620146.0;52.74;11.921;27.09
Q3;Quận 3;2023;7;30;29;190375.0;4.92;38.694;15.233
Q4;Quận 4;2023;7;30;53;175329.0;4.18;41.945;30.229
Q5;Quận 5;2023;7;30;44;159073.0;4.27;37.254;27.66
Q6;Quận 6;2023;7;30;60;233561.0;7.19;32.712;25.689
Q7;Quận 7;2023;7;30;105;360155.0;35.69;10.091;29.154
Q8;Quận 8;2023;7;30;101;424667.0;19.18;22.222;23.783
TB;Tân Bình;2023;7;30;122;474792.0;22.43;21.168;25.695
TP;Tân Phú;2023;7;30;171;485348.0;15.97;30.391;35.232
TD;Thủ Đức;2023;7;30;417;1169967.0;211.56;5.53;35.642
BC;Bình Chánh;2023;7;31;321;705508.0;252.69;2.793;45.499
BT;Bình Tân;2023;7;31;271;784173.0;52.02;15.074;34.559
BTH;Bình Thạnh;2023;7;31;150;499164.0;20.76;24.021;30.05
CG;Cần Giờ;2023;7;31;19;71526.0;704.45;102.0;26.564
CC;Củ Chi;2023;7;31;156;462047.0;434.77;1.063;33.763
GV;Gò Vấp;2023;7;31;197;676899.0;19.73;34.308;29.103
HM;Hóc Môn;2023;7;31;184;542243.0;109.17;4.967;33.933
NB;Nhà Bè;2023;7;31;78;206837.0;100.43;2.06;37.711
PN;Phú Nhuận;2023;7;31;29;163961.0;4.86;33.599;17.687
Q1;Quận 1;2023;7;31;40;142625.0;7.73;18.451;28.046
Q10;Quận 10;2023;7;31;46;234819.0;5.72;41.052;19.59
Q11;Quận 11;2023;7;31;58;209867.0;5.14;40.83;27.637
Q12;Quận 12;2023;7;31;203;620146.0;52.74;11.921;32.734
Q3;Quận 3;2023;7;31;36;190375.0;4.92;38.694;18.91
Q4;Quận 4;2023;7;31;46;175329.0;4.18;41.945;26.236
Q5;Quận 5;2023;7;31;38;159073.0;4.27;37.254;23.888
Q6;Quận 6;2023;7;31;55;233561.0;7.19;32.712;23.548
Q7;Quận 7;2023;7;31;98;360155.0;35.69;10.091;27.211
Q8;Quận 8;2023;7;31;88;424667.0;19.18;22.222;20.722
TB;Tân Bình;2023;7;31;150;474792.0;22.43;21.168;31.593
TP;Tân Phú;2023;7;31;127;485348.0;15.97;30.391;26.167
TD;Thủ Đức;2023;7;31;377;1169967.0;211.56;5.53;32.223
BC;Bình Chánh;2023;8;32;311;705508.0;252.69;2.793;44.082
BT;Bình Tân;2023;8;32;256;784173.0;52.02;15.074;32.646
BTH;Bình Thạnh;2023;8;32;119;499164.0;20.76;24.021;23.84
CG;Cần Giờ;2023;8;32;28;71526.0;704.45;102.0;39.147
CC;Củ Chi;2023;8;32;163;462047.0;434.77;1.063;35.278
GV;Gò Vấp;2023;8;32;185;676899.0;19.73;34.308;27.331
HM;Hóc Môn;2023;8;32;164;542243.0;109.17;4.967;30.245
NB;Nhà Bè;2023;8;32;79;206837.0;100.43;2.06;38.194
PN;Phú Nhuận;2023;8;32;39;163961.0;4.86;33.599;23.786
Q1;Quận 1;2023;8;32;58;142625.0;7.73;18.451;40.666
Q10;Quận 10;2023;8;32;35;234819.0;5.72;41.052;14.905
Q11;Quận 11;2023;8;32;45;209867.0;5.14;40.83;21.442
Q12;Quận 12;2023;8;32;198;620146.0;52.74;11.921;31.928
Q3;Quận 3;2023;8;32;43;190375.0;4.92;38.694;22.587
Q4;Quận 4;2023;8;32;44;175329.0;4.18;41.945;25.096
Q5;Quận 5;2023;8;32;31;159073.0;4.27;37.254;19.488
Q6;Quận 6;2023;8;32;52;233561.0;7.19;32.712;22.264
Q7;Quận 7;2023;8;32;90;360155.0;35.69;10.091;24.989
Q8;Quận 8;2023;8;32;135;424667.0;19.18;22.222;31.79
TB;Tân Bình;2023;8;32;139;474792.0;22.43;21.168;29.276
TP;Tân Phú;2023;8;32;119;485348.0;15.97;30.391;24.518
TD;Thủ Đức;2023;8;32;428;1169967.0;211.56;5.53;36.582
BC;Bình Chánh;2023;8;33;330;705508.0;252.69;2.793;46.775
BT;Bình Tân;2023;8;33;271;784173.0;52.02;15.074;34.559
BTH;Bình Thạnh;2023;8;33;142;499164.0;20.76;24.021;28.448
CG;Cần Giờ;2023;8;33;30;71526.0;704.45;102.0;41.943
CC;Củ Chi;2023;8;33;162;462047.0;434.77;1.063;35.061
GV;Gò Vấp;2023;8;33;193;676899.0;19.73;34.308;28.512
HM;Hóc Môn;2023;8;33;179;542243.0;109.17;4.967;33.011
NB;Nhà Bè;2023;8;33;82;206837.0;100.43;2.06;39.645
PN;Phú Nhuận;2023;8;33;31;163961.0;4.86;33.599;18.907
Q1;Quận 1;2023;8;33;30;142625.0;7.73;18.451;21.034
Q10;Quận 10;2023;8;33;43;234819.0;5.72;41.052;18.312
Q11;Quận 11;2023;8;33;46;209867.0;5.14;40.83;21.919
Q12;Quận 12;2023;8;33;190;620146.0;52.74;11.921;30.638
Q3;Quận 3;2023;8;33;26;190375.0;4.92;38.694;13.657
Q4;Quận 4;2023;8;33;46;175329.0;4.18;41.945;26.236
Q5;Quận 5;2023;8;33;37;159073.0;4.27;37.254;23.26
Q6;Quận 6;2023;8;33;72;233561.0;7.19;32.712;30.827
Q7;Quận 7;2023;8;33;111;360155.0;35.69;10.091;30.82
Q8;Quận 8;2023;8;33;119;424667.0;19.18;22.222;28.022
TB;Tân Bình;2023;8;33;142;474792.0;22.43;21.168;29.908
TP;Tân Phú;2023;8;33;138;485348.0;15.97;30.391;28.433
TD;Thủ Đức;2023;8;33;434;1169967.0;211.56;5.53;37.095
BC;Bình Chánh;2023;8;34;314;705508.0;252.69;2.793;44.507
BT;Bình Tân;2023;8;34;261;784173.0;52.02;15.074;33.283
BTH;Bình Thạnh;2023;8;34;155;499164.0;20.76;24.021;31.052
CG;Cần Giờ;2023;8;34;27;71526.0;704.45;102.0;37.749
CC;Củ Chi;2023;8;34;174;462047.0;434.77;1.063;37.659
GV;Gò Vấp;2023;8;34;190;676899.0;19.73;34.308;28.069
HM;Hóc Môn;2023;8;34;197;542243.0;109.17;4.967;36.331
NB;Nhà Bè;2023;8;34;70;206837.0;100.43;2.06;33.843
PN;Phú Nhuận;2023;8;34;37;163961.0;4.86;33.599;22.566
Q1;Quận 1;2023;8;34;38;142625.0;7.73;18.451;26.643
Q10;Quận 10;2023;8;34;47;234819.0;5.72;41.052;20.015
Q11;Quận 11;2023;8;34;58;209867.0;5.14;40.83;27.637
Q12;Quận 12;2023;8;34;195;620146.0;52.74;11.921;31.444
Q3;Quận 3;2023;8;34;28;190375.0;4.92;38.694;14.708
Q4;Quận 4;2023;8;34;52;175329.0;4.18;41.945;29.659
Q5;Quận 5;2023;8;34;35;159073.0;4.27;37.254;22.002
Q6;Quận 6;2023;8;34;64;233561.0;7.19;32.712;27.402
Q7;Quận 7;2023;8;34;106;360155.0;35.69;10.091;29.432
Q8;Quận 8;2023;8;34;116;424667.0;19.18;22.222;27.316
TB;Tân Bình;2023;8;34;133;474792.0;22.43;21.168;28.012
TP;Tân Phú;2023;8;34;123;485348.0;15.97;30.391;25.343
TD;Thủ Đức;2023;8;34;429;1169967.0;211.56;5.53;36.668
BC;Bình Chánh;2023;8;35;339;705508.0;252.69;2.793;48.05
BT;Bình Tân;2023;8;35;261;784173.0;52.02;15.074;33.283
BTH;Bình Thạnh;2023;8;35;165;499164.0;20.76;24.021;33.055
CG;Cần Giờ;2023;8;35;36;71526.0;704.45;102.0;50.331
CC;Củ Chi;2023;8;35;184;462047.0;434.77;1.063;39.823
GV;Gò Vấp;2023;8;35;209;676899.0;19.73;34.308;30.876
HM;Hóc Môn;2023;8;35;186;542243.0;109.17;4.967;34.302
NB;Nhà Bè;2023;8;35;71;206837.0;100.43;2.06;34.327
PN;Phú Nhuận;2023;8;35;33;163961.0;4.86;33.599;20.127
Q1;Quận 1;2023;8;35;41;142625.0;7.73;18.451;28.747
Q10;Quận 10;2023;8;35;35;234819.0;5.72;41.052;14.905
Q11;Quận 11;2023;8;35;45;209867.0;5.14;40.83;21.442
Q12;Quận 12;2023;8;35;183;620146.0;52.74;11.921;29.509
Q3;Quận 3;2023;8;35;30;190375.0;4.92;38.694;15.758
Q4;Quận 4;2023;8;35;53;175329.0;4.18;41.945;30.229
Q5;Quận 5;2023;8;35;51;159073.0;4.27;37.254;32.061
Q6;Quận 6;2023;8;35;55;233561.0;7.19;32.712;23.548
Q7;Quận 7;2023;8;35;98;360155.0;35.69;10.091;27.211
Q8;Quận 8;2023;8;35;119;424667.0;19.18;22.222;28.022
TB;Tân Bình;2023;8;35;154;474792.0;22.43;21.168;32.435
TP;Tân Phú;2023;8;35;159;485348.0;15.97;30.391;32.76
TD;Thủ Đức;2023;8;35;410;1169967.0;211.56;5.53;35.044
BC;Bình Chánh;2023;9;36;323;705508.0;252.69;2.793;45.783
BT;Bình Tân;2023;9;36;256;784173.0;52.02;15.074;32.646
BTH;Bình Thạnh;2023;9;36;149;499164.0;20.76;24.021;29.85
CG;Cần Giờ;2023;9;36;24;71526.0;704.45;102.0;33.554
CC;Củ Chi;2023;9;36;181;462047.0;434.77;1.063;39.174
GV;Gò Vấp;2023;9;36;202;676899.0;19.73;34.308;29.842
HM;Hóc Môn;2023;9;36;222;542243.0;109.17;4.967;40.941
NB;Nhà Bè;2023;9;36;86;206837.0;100.43;2.06;41.579
PN;Phú Nhuận;2023;9;36;30;163961.0;4.86;33.599;18.297
Q1;Quận 1;2023;9;36;46;142625.0;7.73;18.451;32.252
Q10;Quận 10;2023;9;36;48;234819.0;5.72;41.052;20.441
Q11;Quận 11;2023;9;36;53;209867.0;5.14;40.83;25.254
Q12;Quận 12;2023;9;36;192;620146.0;52.74;11.921;30.96
Q3;Quận 3;2023;9;36;36;190375.0;4.92;38.694;18.91
Q4;Quận 4;2023;9;36;48;175329.0;4.18;41.945;27.377
Q5;Quận 5;2023;9;36;33;159073.0;4.27;37.254;20.745
Q6;Quận 6;2023;9;36;77;233561.0;7.19;32.712;32.968
Q7;Quận 7;2023;9;36;111;360155.0;35.69;10.091;30.82
Q8;Quận 8;2023;9;36;139;424667.0;19.18;22.222;32.732
TB;Tân Bình;2023;9;36;140;474792.0;22.43;21.168;29.487
TP;Tân Phú;2023;9;36;141;485348.0;15.97;30.391;29.051
TD;Thủ Đức;2023;9;36;410;1169967.0;211.56;5.53;35.044
BC;Bình Chánh;2023;9;37;353;705508.0;252.69;2.793;50.035
BT;Bình Tân;2023;9;37;265;784173.0;52.02;15.074;33.794
BTH;Bình Thạnh;2023;9;37;163;499164.0;20.76;24.021;32.655
CG;Cần Giờ;2023;9;37;22;71526.0;704.45;102.0;30.758
CC;Củ Chi;2023;9;37;197;462047.0;434.77;1.063;42.636
GV;Gò Vấp;2023;9;37;197;676899.0;19.73;34.308;29.103
HM;Hóc Môn;2023;9;37;200;542243.0;109.17;4.967;36.884
NB;Nhà Bè;2023;9;37;65;206837.0;100.43;2.06;31.426
PN;Phú Nhuận;2023;9;37;29;163961.0;4.86;33.599;17.687
Q1;Quận 1;2023;9;37;47;142625.0;7.73;18.451;32.954
Q10;Quận 10;2023;9;37;60;234819.0;5.72;41.052;25.552
Q11;Quận 11;2023;9;37;62;209867.0;5.14;40.83;29.543
Q12;Quận 12;2023;9;37;202;620146.0;52.74;11.921;32.573
Q3;Quận 3;2023;9;37;35;190375.0;4.92;38.694;18.385
Q4;Quận 4;2023;9;37;59;175329.0;4.18;41.945;33.651
Q5;Quận 5;2023;9;37;38;159073.0;4.27;37.254;23.888
Q6;Quận 6;2023;9;37;61;233561.0;7.19;32.712;26.117
Q7;Quận 7;2023;9;37;110;360155.0;35.69;10.091;30.542
Q8;Quận 8;2023;9;37;102;424667.0;19.18;22.222;24.019
TB;Tân Bình;2023;9;37;145;474792.0;22.43;21.168;30.54
TP;Tân Phú;2023;9;37;140;485348.0;15.97;30.391;28.845
TD;Thủ Đức;2023;9;37;445;1169967.0;211.56;5.53;38.035
BC;Bình Chánh;2023;9;38;304;705508.0;252.69;2.793;43.09
BT;Bình Tân;2023;9;38;280;784173.0;52.02;15.074;35.706
BTH;Bình Thạnh;2023;9;38;141;499164.0;20.76;24.021;28.247
CG;Cần Giờ;2023;9;38;32;71526.0;704.45;102.0;44.739
CC;Củ Chi;2023;9;38;164;462047.0;434.77;1.063;35.494
GV;Gò Vấp;2023;9;38;210;676899.0;19.73;34.308;31.024
HM;Hóc Môn;2023;9;38;182;542243.0;109.17;4.967;33.564
NB;Nhà Bè;2023;9;38;95;206837.0;100.43;2.06;45.93
PN;Phú Nhuận;2023;9;38;36;163961.0;4.86;33.599;21.956
Q1;Quận 1;2023;9;38;34;142625.0;7.73;18.451;23.839
Q10;Quận 10;2023;9;38;43;234819.0;5.72;41.052;18.312
Q11;Quận 11;2023;9;38;49;209867.0;5.14;40.83;23.348
Q12;Quận 12;2023;9;38;189;620146.0;52.74;11.921;30.477
Q3;Quận 3;2023;9;38;31;190375.0;4.92;38.694;16.284
Q4;Quận 4;2023;9;38;43;175329.0;4.18;41.945;24.525
Q5;Quận 5;2023;9;38;41;159073.0;4.27;37.254;25.774
Q6;Quận 6;2023;9;38;61;233561.0;7.19;32.712;26.117
Q7;Quận 7;2023;9;38;106;360155.0;35.69;10.091;29.432
Q8;Quận 8;2023;9;38;123;424667.0;19.18;22.222;28.964
TB;Tân Bình;2023;9;38;140;474792.0;22.43;21.168;29.487
TP;Tân Phú;2023;9;38;131;485348.0;15.97;30.391;26.991
TD;Thủ Đức;2023;9;38;419;1169967.0;211.56;5.53;35.813
BC;Bình Chánh;2023;9;39;323;705508.0;252.69;2.793;45.783
BT;Bình Tân;2023;9;39;260;784173.0;52.02;15.074;33.156
BTH;Bình Thạnh;2023;9;39;133;499164.0;20.76;24.021;26.645
CG;Cần Giờ;2023;9;39;23;71526.0;704.45;102.0;32.156
CC;Củ Chi;2023;9;39;186;462047.0;434.77;1.063;40.256
GV;Gò Vấp;2023;9;39;209;676899.0;19.73;34.308;30.876
HM;Hóc Môn;2023;9;39;170;542243.0;109.17;4.967;31.351
NB;Nhà Bè;2023;9;39;74;206837.0;100.43;2.06;35.777
PN;Phú Nhuận;2023;9;39;31;163961.0;4.86;33.599;18.907
Q1;Quận 1;2023;9;39;39;142625.0;7.73;18.451;27.344
Q10;Quận 10;2023;9;39;49;234819.0;5.72;41.052;20.867
Q11;Quận 11;2023;9;39;45;209867.0;5.14;40.83;21.442
Q12;Quận 12;2023;9;39;175;620146.0;52.74;11.921;28.219
Q3;Quận 3;2023;9;39;29;190375.0;4.92;38.694;15.233
Q4;Quận 4;2023;9;39;45;175329.0;4.18;41.945;25.666
Q5;Quận 5;2023;9;39;41;159073.0;4.27;37.254;25.774
Q6;Quận 6;2023;9;39;68;233561.0;7.19;32.712;29.114
Q7;Quận 7;2023;9;39;108;360155.0;35.69;10.091;29.987
Q8;Quận 8;2023;9;39;116;424667.0;19.18;22.222;27.316
TB;Tân Bình;2023;9;39;131;474792.0;22.43;21.168;27.591
TP;Tân Phú;2023;9;39;132;485348.0;15.97;30.391;27.197
TD;Thủ Đức;2023;9;39;396;1169967.0;211.56;5.53;33.847
BC;Bình Chánh;2023;10;40;286;705508.0;252.69;2.793;40.538
BT;Bình Tân;2023;10;40;265;784173.0;52.02;15.074;33.794
BTH;Bình Thạnh;2023;10;40;138;499164.0;20.76;24.021;27.646
CG;Cần Giờ;2023;10;40;27;71526.0;704.45;102.0;37.749
CC;Củ Chi;2023;10;40;136;462047.0;434.77;1.063;29.434
GV;Gò Vấp;2023;10;40;187;676899.0;19.73;34.308;27.626
HM;Hóc Môn;2023;10;40;170;542243.0;109.17;4.967;31.351
NB;Nhà Bè;2023;10;40;62;206837.0;100.43;2.06;29.975
PN;Phú Nhuận;2023;10;40;23;163961.0;4.86;33.599;14.028
Q1;Quận 1;2023;10;40;51;142625.0;7.73;18.451;35.758
Q10;Quận 10;2023;10;40;51;234819.0;5.72;41.052;21.719
Q11;Quận 11;2023;10;40;45;209867.0;5.14;40.83;21.442
Q12;Quận 12;2023;10;40;170;620146.0;52.74;11.921;27.413
Q3;Quận 3;2023;10;40;39;190375.0;4.92;38.694;20.486
Q4;Quận 4;2023;10;40;57;175329.0;4.18;41.945;32.51
Q5;Quận 5;2023;10;40;33;159073.0;4.27;37.254;20.745
Q6;Quận 6;2023;10;40;58;233561.0;7.19;32.712;24.833
Q7;Quận 7;2023;10;40;95;360155.0;35.69;10.091;26.378
Q8;Quận 8;2023;10;40;114;424667.0;19.18;22.222;26.845
TB;Tân Bình;2023;10;40;131;474792.0;22.43;21.168;27.591
TP;Tân Phú;2023;10;40;146;485348.0;15.97;30.391;30.082
TD;Thủ Đức;2023;10;40;412;1169967.0;211.56;5.53;35.215
BC;Bình Chánh;2023;10;41;315;705508.0;252.69;2.793;44.649
BT;Bình Tân;2023;10;41;251;784173.0;52.02;15.074;32.008
BTH;Bình Thạnh;2023;10;41;108;499164.0;20.76;24.021;21.636
CG;Cần Giờ;2023;10;41;24;71526.0;704.45;102.0;33.554
CC;Củ Chi;2023;10;41;145;462047.0;434.77;1.063;31.382
GV;Gò Vấp;2023;10;41;221;676899.0;19.73;34.308;32.649
HM;Hóc Môn;2023;10;41;192;542243.0;109.17;4.967;35.408
NB;Nhà Bè;2023;10;41;80;206837.0;100.43;2.06;38.678
PN;Phú Nhuận;2023;10;41;32;163961.0;4.86;33.599;19.517
Q1;Quận 1;2023;10;41;50;142625.0;7.73;18.451;35.057
Q10;Quận 10;2023;10;41;45;234819.0;5.72;41.052;19.164
Q11;Quận 11;2023;10;41;36;209867.0;5.14;40.83;17.154
Q12;Quận 12;2023;10;41;173;620146.0;52.74;11.921;27.897
Q3;Quận 3;2023;10;41;27;190375.0;4.92;38.694;14.183
Q4;Quận 4;2023;10;41;48;175329.0;4.18;41.945;27.377
Q5;Quận 5;2023;10;41;34;159073.0;4.27;37.254;21.374
Q6;Quận 6;2023;10;41;52;233561.0;7.19;32.712;22.264
Q7;Quận 7;2023;10;41;86;360155.0;35.69;10.091;23.879
Q8;Quận 8;2023;10;41;108;424667.0;19.18;22.222;25.432
TB;Tân Bình;2023;10;41;130;474792.0;22.43;21.168;27.38
TP;Tân Phú;2023;10;41;121;485348.0;15.97;30.391;24.931
TD;Thủ Đức;2023;10;41;414;1169967.0;211.56;5.53;35.386
BC;Bình Chánh;2023;10;42;279;705508.0;252.69;2.793;39.546
BT;Bình Tân;2023;10;42;242;784173.0;52.02;15.074;30.861
BTH;Bình Thạnh;2023;10;42;128;499164.0;20.76;24.021;25.643
CG;Cần Giờ;2023;10;42;27;71526.0;704.45;102.0;37.749
CC;Củ Chi;2023;10;42;150;462047.0;434.77;1.063;32.464
GV;Gò Vấp;2023;10;42;169;676899.0;19.73;34.308;24.967
HM;Hóc Môn;2023;10;42;155;542243.0;109.17;4.967;28.585
NB;Nhà Bè;2023;10;42;59;206837.0;100.43;2.06;28.525
PN;Phú Nhuận;2023;10;42;38;163961.0;4.86;33.599;23.176
Q1;Quận 1;2023;10;42;56;142625.0;7.73;18.451;39.264
Q10;Quận 10;2023;10;42;46;234819.0;5.72;41.052;19.59
Q11;Quận 11;2023;10;42;58;209867.0;5.14;40.83;27.637
Q12;Quận 12;2023;10;42;177;620146.0;52.74;11.921;28.542
Q3;Quận 3;2023;10;42;26;190375.0;4.92;38.694;13.657
Q4;Quận 4;2023;10;42;50;175329.0;4.18;41.945;28.518
Q5;Quận 5;2023;10;42;37;159073.0;4.27;37.254;23.26
Q6;Quận 6;2023;10;42;40;233561.0;7.19;32.712;17.126
Q7;Quận 7;2023;10;42;89;360155.0;35.69;10.091;24.712
Q8;Quận 8;2023;10;42;100;424667.0;19.18;22.222;23.548
TB;Tân Bình;2023;10;42;161;474792.0;22.43;21.168;33.91
TP;Tân Phú;2023;10;42;128;485348.0;15.97;30.391;26.373
TD;Thủ Đức;2023;10;42;416;1169967.0;211.56;5.53;35.557
BC;Bình Chánh;2023;10;43;309;705508.0;252.69;2.793;43.798
BT;Bình Tân;2023;10;43;235;784173.0;52.02;15.074;29.968
BTH;Bình Thạnh;2023;10;43;144;499164.0;20.76;24.021;28.848
CG;Cần Giờ;2023;10;43;27;71526.0;704.45;102.0;37.749
CC;Củ Chi;2023;10;43;161;462047.0;434.77;1.063;34.845
GV;Gò Vấp;2023;10;43;176;676899.0;19.73;34.308;26.001
HM;Hóc Môn;2023;10;43;167;542243.0;109.17;4.967;30.798
NB;Nhà Bè;2023;10;43;67;206837.0;100.43;2.06;32.393
PN;Phú Nhuận;2023;10;43;26;163961.0;4.86;33.599;15.857
Q1;Quận 1;2023;10;43;31;142625.0;7.73;18.451;21.735
Q10;Quận 10;2023;10;43;41;234819.0;5.72;41.052;17.46
Q11;Quận 11;2023;10;43;42;209867.0;5.14;40.83;20.013
Q12;Quận 12;2023;10;43;170;620146.0;52.74;11.921;27.413
Q3;Quận 3;2023;10;43;41;190375.0;4.92;38.694;21.536
Q4;Quận 4;2023;10;43;43;175329.0;4.18;41.945;24.525
Q5;Quận 5;2023;10;43;35;159073.0;4.27;37.254;22.002
Q6;Quận 6;2023;10;43;50;233561.0;7.19;32.712;21.408
Q7;Quận 7;2023;10;43;74;360155.0;35.69;10.091;20.547
Q8;Quận 8;2023;10;43;104;424667.0;19.18;22.222;24.49
TB;Tân Bình;2023;10;43;129;474792.0;22.43;21.168;27.17
TP;Tân Phú;2023;10;43;132;485348.0;15.97;30.391;27.197
TD;Thủ Đức;2023;10;43;387;1169967.0;211.56;5.53;33.078
BC;Bình Chánh;2023;10;44;278;705508.0;252.69;2.793;39.404
BT;Bình Tân;2023;10;44;214;784173.0;52.02;15.074;27.29
BTH;Bình Thạnh;2023;10;44;138;499164.0;20.76;24.021;27.646
CG;Cần Giờ;2023;10;44;22;71526.0;704.45;102.0;30.758
CC;Củ Chi;2023;10;44;159;462047.0;434.77;1.063;34.412
GV;Gò Vấp;2023;10;44;192;676899.0;19.73;34.308;28.365
HM;Hóc Môn;2023;10;44;177;542243.0;109.17;4.967;32.642
NB;Nhà Bè;2023;10;44;58;206837.0;100.43;2.06;28.041
PN;Phú Nhuận;2023;10;44;21;163961.0;4.86;33.599;12.808
Q1;Quận 1;2023;10;44;37;142625.0;7.73;18.451;25.942
Q10;Quận 10;2023;10;44;33;234819.0;5.72;41.052;14.053
Q11;Quận 11;2023;10;44;28;209867.0;5.14;40.83;13.342
Q12;Quận 12;2023;10;44;168;620146.0;52.74;11.921;27.09
Q3;Quận 3;2023;10;44;30;190375.0;4.92;38.694;15.758
Q4;Quận 4;2023;10;44;57;175329.0;4.18;41.945;32.51
Q5;Quận 5;2023;10;44;44;159073.0;4.27;37.254;27.66
Q6;Quận 6;2023;10;44;49;233561.0;7.19;32.712;20.98
Q7;Quận 7;2023;10;44;91;360155.0;35.69;10.091;25.267
Q8;Quận 8;2023;10;44;91;424667.0;19.18;22.222;21.429
TB;Tân Bình;2023;10;44;126;474792.0;22.43;21.168;26.538
TP;Tân Phú;2023;10;44;108;485348.0;15.97;30.391;22.252
TD;Thủ Đức;2023;10;44;368;1169967.0;211.56;5.53;31.454
BC;Bình Chánh;2023;11;45;288;705508.0;252.69;2.793;40.822
BT;Bình Tân;2023;11;45;240;784173.0;52.02;15.074;30.605
BTH;Bình Thạnh;2023;11;45;111;499164.0;20.76;24.021;22.237
CG;Cần Giờ;2023;11;45;25;71526.0;704.45;102.0;34.952
CC;Củ Chi;2023;11;45;139;462047.0;434.77;1.063;30.084
GV;Gò Vấp;2023;11;45;163;676899.0;19.73;34.308;24.08
HM;Hóc Môn;2023;11;45;148;542243.0;109.17;4.967;27.294
NB;Nhà Bè;2023;11;45;56;206837.0;100.43;2.06;27.074
PN;Phú Nhuận;2023;11;45;25;163961.0;4.86;33.599;15.248
Q1;Quận 1;2023;11;45;34;142625.0;7.73;18.451;23.839
Q10;Quận 10;2023;11;45;39;234819.0;5.72;41.052;16.609
