district_id;district_name;year;month;week;cases;population;area_km2;density;cases_per_100k
Q7;Quận 7;2022;9;39;79;360155.0;35.69;10.091;21.935
Q8;Quận 8;2022;9;39;74;424667.0;19.18;22.222;17.425
TB;Tân Bình;2022;9;39;97;474792.0;22.43;21.168;20.43
TP;Tân Phú;2022;9;39;102;485348.0;15.97;30.391;21.016
TD;Thủ Đức;2022;9;39;311;1169967.0;211.56;5.53;26.582
BC;Bình Chánh;2022;10;40;217;705508.0;252.69;2.793;30.758
BT;Bình Tân;2022;10;40;212;784173.0;52.02;15.074;27.035
BTH;Bình Thạnh;2022;10;40;96;499164.0;20.76;24.021;19.232
CG;Cần Giờ;2022;10;40;17;71526.0;704.45;102.0;23.768
CC;Củ Chi;2022;10;40;124;462047.0;434.77;1.063;26.837
GV;Gò Vấp;2022;10;40;158;676899.0;19.73;34.308;23.342
HM;Hóc Môn;2022;10;40;158;542243.0;109.17;4.967;29.138
NB;Nhà Bè;2022;10;40;47;206837.0;100.43;2.06;22.723
PN;Phú Nhuận;2022;10;40;27;163961.0;4.86;33.599;16.467
Q1;Quận 1;2022;10;40;23;142625.0;7.73;18.451;16.126
Q10;Quận 10;2022;10;40;27;234819.0;5.72;41.052;11.498
Q11;Quận 11;2022;10;40;41;209867.0;5.14;40.83;19.536
Q12;Quận 12;2022;10;40;137;620146.0;52.74;11.921;22.092
Q3;Quận 3;2022;10;40;15;190375.0;4.92;38.694;7.879
Q4;Quận 4;2022;10;40;41;175329.0;4.18;41.945;23.385
Q5;Quận 5;2022;10;40;30;159073.0;4.27;37.254;18.859
Q6;Quận 6;2022;10;40;55;233561.0;7.19;32.712;23.548
Q7;Quận 7;2022;10;40;61;360155.0;35.69;10.091;16.937
Q8;Quận 8;2022;10;40;82;424667.0;19.18;22.222;19.309
TB;Tân Bình;2022;10;40;110;474792.0;22.43;21.168;23.168
TP;Tân Phú;2022;10;40;84;485348.0;15.97;30.391;17.307
TD;Thủ Đức;2022;10;40;285;1169967.0;211.56;5.53;24.36
BC;Bình Chánh;2022;10;41;250;705508.0;252.69;2.793;35.435
BT;Bình Tân;2022;10;41;201;784173.0;52.02;15.074;25.632
BTH;Bình Thạnh;2022;10;41;103;499164.0;20.76;24.021;20.635
CG;Cần Giờ;2022;10;41;19;71526.0;704.45;102.0;26.564
CC;Củ Chi;2022;10;41;118;462047.0;434.77;1.063;25.539
GV;Gò Vấp;2022;10;41;137;676899.0;19.73;34.308;20.239
HM;Hóc Môn;2022;10;41;143;542243.0;109.17;4.967;26.372
NB;Nhà Bè;2022;10;41;43;206837.0;100.43;2.06;20.789
PN;Phú Nhuận;2022;10;41;16;163961.0;4.86;33.599;9.758
Q1;Quận 1;2022;10;41;29;142625.0;7.73;18.451;20.333
Q10;Quận 10;2022;10;41;35;234819.0;5.72;41.052;14.905
Q11;Quận 11;2022;10;41;34;209867.0;5.14;40.83;16.201
Q12;Quận 12;2022;10;41;135;620146.0;52.74;11.921;21.769
Q3;Quận 3;2022;10;41;24;190375.0;4.92;38.694;12.607
Q4;Quận 4;2022;10;41;38;175329.0;4.18;41.945;21.674
Q5;Quận 5;2022;10;41;30;159073.0;4.27;37.254;18.859
Q6;Quận 6;2022;10;41;37;233561.0;7.19;32.712;15.842
Q7;Quận 7;2022;10;41;62;360155.0;35.69;10.091;17.215
Q8;Quận 8;2022;10;41;73;424667.0;19.18;22.222;17.19
TB;Tân Bình;2022;10;41;107;474792.0;22.43;21.168;22.536
TP;Tân Phú;2022;10;41;93;485348.0;15.97;30.391;19.162
TD;Thủ Đức;2022;10;41;304;1169967.0;211.56;5.53;25.984
BC;Bình Chánh;2022;10;42;248;705508.0;252.69;2.793;35.152
BT;Bình Tân;2022;10;42;200;784173.0;52.02;15.074;25.505
BTH;Bình Thạnh;2022;10;42;106;499164.0;20.76;24.021;21.236
CG;Cần Giờ;2022;10;42;13;71526.0;704.45;102.0;18.175
CC;Củ Chi;2022;10;42;114;462047.0;434.77;1.063;24.673
GV;Gò Vấp;2022;10;42;141;676899.0;19.73;34.308;20.83
HM;Hóc Môn;2022;10;42;129;542243.0;109.17;4.967;23.79
NB;Nhà Bè;2022;10;42;48;206837.0;100.43;2.06;23.207
PN;Phú Nhuận;2022;10;42;19;163961.0;4.86;33.599;11.588
Q1;Quận 1;2022;10;42;33;142625.0;7.73;18.451;23.138
Q10;Quận 10;2022;10;42;35;234819.0;5.72;41.052;14.905
Q11;Quận 11;2022;10;42;43;209867.0;5.14;40.83;20.489
Q12;Quận 12;2022;10;42;147;620146.0;52.74;11.921;23.704
Q3;Quận 3;2022;10;42;24;190375.0;4.92;38.694;12.607
Q4;Quận 4;2022;10;42;25;175329.0;4.18;41.945;14.259
Q5;Quận 5;2022;10;42;23;159073.0;4.27;37.254;14.459
Q6;Quận 6;2022;10;42;39;233561.0;7.19;32.712;16.698
Q7;Quận 7;2022;10;42;73;360155.0;35.69;10.091;20.269
Q8;Quận 8;2022;10;42;90;424667.0;19.18;22.222;21.193
TB;Tân Bình;2022;10;42;103;474792.0;22.43;21.168;21.694
TP;Tân Phú;2022;10;42;110;485348.0;15.97;30.391;22.664
TD;Thủ Đức;2022;10;42;259;1169967.0;211.56;5.53;22.137
BC;Bình Chánh;2022;10;43;235;705508.0;252.69;2.793;33.309
BT;Bình Tân;2022;10;43;198;784173.0;52.02;15.074;25.25
BTH;Bình Thạnh;2022;10;43;79;499164.0;20.76;24.021;15.826
CG;Cần Giờ;2022;10;43;20;71526.0;704.45;102.0;27.962
CC;Củ Chi;2022;10;43;117;462047.0;434.77;1.063;25.322
GV;Gò Vấp;2022;10;43;151;676899.0;19.73;34.308;22.308
HM;Hóc Môn;2022;10;43;129;542243.0;109.17;4.967;23.79
NB;Nhà Bè;2022;10;43;47;206837.0;100.43;2.06;22.723
PN;Phú Nhuận;2022;10;43;25;163961.0;4.86;33.599;15.248
Q1;Quận 1;2022;10;43;36;142625.0;7.73;18.451;25.241
Q10;Quận 10;2022;10;43;32;234819.0;5.72;41.052;13.628
Q11;Quận 11;2022;10;43;37;209867.0;5.14;40.83;17.63
Q12;Quận 12;2022;10;43;119;620146.0;52.74;11.921;19.189
Q3;Quận 3;2022;10;43;14;190375.0;4.92;38.694;7.354
Q4;Quận 4;2022;10;43;32;175329.0;4.18;41.945;18.251
Q5;Quận 5;2022;10;43;37;159073.0;4.27;37.254;23.26
Q6;Quận 6;2022;10;43;47;233561.0;7.19;32.712;20.123
Q7;Quận 7;2022;10;43;68;360155.0;35.69;10.091;18.881
Q8;Quận 8;2022;10;43;68;424667.0;19.18;22.222;16.013
TB;Tân Bình;2022;10;43;95;474792.0;22.43;21.168;20.009
TP;Tân Phú;2022;10;43;81;485348.0;15.97;30.391;16.689
TD;Thủ Đức;2022;10;43;279;1169967.0;211.56;5.53;23.847
BC;Bình Chánh;2022;10;44;219;705508.0;252.69;2.793;31.041
BT;Bình Tân;2022;10;44;164;784173.0;52.02;15.074;20.914
BTH;Bình Thạnh;2022;10;44;86;499164.0;20.76;24.021;17.229
CG;Cần Giờ;2022;10;44;12;71526.0;704.45;102.0;16.777
CC;Củ Chi;2022;10;44;119;462047.0;434.77;1.063;25.755
GV;Gò Vấp;2022;10;44;131;676899.0;19.73;34.308;19.353
HM;Hóc Môn;2022;10;44;145;542243.0;109.17;4.967;26.741
NB;Nhà Bè;2022;10;44;38;206837.0;100.43;2.06;18.372
PN;Phú Nhuận;2022;10;44;14;163961.0;4.86;33.599;8.539
Q1;Quận 1;2022;10;44;27;142625.0;7.73;18.451;18.931
Q10;Quận 10;2022;10;44;29;234819.0;5.72;41.052;12.35
Q11;Quận 11;2022;10;44;30;209867.0;5.14;40.83;14.295
Q12;Quận 12;2022;10;44;122;620146.0;52.74;11.921;19.673
Q3;Quận 3;2022;10;44;27;190375.0;4.92;38.694;14.183
Q4;Quận 4;2022;10;44;33;175329.0;4.18;41.945;18.822
Q5;Quận 5;2022;10;44;30;159073.0;4.27;37.254;18.859
Q6;Quận 6;2022;10;44;43;233561.0;7.19;32.712;18.411
Q7;Quận 7;2022;10;44;57;360155.0;35.69;10.091;15.827
Q8;Quận 8;2022;10;44;75;424667.0;19.18;22.222;17.661
TB;Tân Bình;2022;10;44;79;474792.0;22.43;21.168;16.639
TP;Tân Phú;2022;10;44;89;485348.0;15.97;30.391;18.337
TD;Thủ Đức;2022;10;44;249;1169967.0;211.56;5.53;21.283
BC;Bình Chánh;2022;11;45;219;705508.0;252.69;2.793;31.041
BT;Bình Tân;2022;11;45;148;784173.0;52.02;15.074;18.873
BTH;Bình Thạnh;2022;11;45;111;499164.0;20.76;24.021;22.237
CG;Cần Giờ;2022;11;45;20;71526.0;704.45;102.0;27.962
CC;Củ Chi;2022;11;45;108;462047.0;434.77;1.063;23.374
GV;Gò Vấp;2022;11;45;131;676899.0;19.73;34.308;19.353
HM;Hóc Môn;2022;11;45;124;542243.0;109.17;4.967;22.868
NB;Nhà Bè;2022;11;45;53;206837.0;100.43;2.06;25.624
PN;Phú Nhuận;2022;11;45;26;163961.0;4.86;33.599;15.857
Q1;Quận 1;2022;11;45;27;142625.0;7.73;18.451;18.931
Q10;Quận 10;2022;11;45;25;234819.0;5.72;41.052;10.646
Q11;Quận 11;2022;11;45;34;209867.0;5.14;40.83;16.201
Q12;Quận 12;2022;11;45;105;620146.0;52.74;11.921;16.931
Q3;Quận 3;2022;11;45;17;190375.0;4.92;38.694;8.93
Q4;Quận 4;2022;11;45;33;175329.0;4.18;41.945;18.822
Q5;Quận 5;2022;11;45;27;159073.0;4.27;37.254;16.973
Q6;Quận 6;2022;11;45;43;233561.0;7.19;32.712;18.411
Q7;Quận 7;2022;11;45;57;360155.0;35.69;10.091;15.827
Q8;Quận 8;2022;11;45;69;424667.0;19.18;22.222;16.248
TB;Tân Bình;2022;11;45;106;474792.0;22.43;21.168;22.326
TP;Tân Phú;2022;11;45;82;485348.0;15.97;30.391;16.895
TD;Thủ Đức;2022;11;45;256;1169967.0;211.56;5.53;21.881
BC;Bình Chánh;2022;11;46;209;705508.0;252.69;2.793;29.624
BT;Bình Tân;2022;11;46;160;784173.0;52.02;15.074;20.404
BTH;Bình Thạnh;2022;11;46;87;499164.0;20.76;24.021;17.429
CG;Cần Giờ;2022;11;46;23;71526.0;704.45;102.0;32.156
CC;Củ Chi;2022;11;46;90;462047.0;434.77;1.063;19.479
GV;Gò Vấp;2022;11;46;127;676899.0;19.73;34.308;18.762
HM;Hóc Môn;2022;11;46;111;542243.0;109.17;4.967;20.471
NB;Nhà Bè;2022;11;46;45;206837.0;100.43;2.06;21.756
PN;Phú Nhuận;2022;11;46;21;163961.0;4.86;33.599;12.808
Q1;Quận 1;2022;11;46;23;142625.0;7.73;18.451;16.126
Q10;Quận 10;2022;11;46;30;234819.0;5.72;41.052;12.776
Q11;Quận 11;2022;11;46;31;209867.0;5.14;40.83;14.771
Q12;Quận 12;2022;11;46;116;620146.0;52.74;11.921;18.705
Q3;Quận 3;2022;11;46;17;190375.0;4.92;38.694;8.93
Q4;Quận 4;2022;11;46;23;175329.0;4.18;41.945;13.118
Q5;Quận 5;2022;11;46;27;159073.0;4.27;37.254;16.973
Q6;Quận 6;2022;11;46;34;233561.0;7.19;32.712;14.557
Q7;Quận 7;2022;11;46;55;360155.0;35.69;10.091;15.271
Q8;Quận 8;2022;11;46;70;424667.0;19.18;22.222;16.484
TB;Tân Bình;2022;11;46;111;474792.0;22.43;21.168;23.379
TP;Tân Phú;2022;11;46;81;485348.0;15.97;30.391;16.689
TD;Thủ Đức;2022;11;46;255;1169967.0;211.56;5.53;21.795
BC;Bình Chánh;2022;11;47;196;705508.0;252.69;2.793;27.781
BT;Bình Tân;2022;11;47;169;784173.0;52.02;15.074;21.551
BTH;Bình Thạnh;2022;11;47;84;499164.0;20.76;24.021;16.828
CG;Cần Giờ;2022;11;47;13;71526.0;704.45;102.0;18.175
CC;Củ Chi;2022;11;47;77;462047.0;434.77;1.063;16.665
GV;Gò Vấp;2022;11;47;120;676899.0;19.73;34.308;17.728
HM;Hóc Môn;2022;11;47;115;542243.0;109.17;4.967;21.208
NB;Nhà Bè;2022;11;47;44;206837.0;100.43;2.06;21.273
PN;Phú Nhuận;2022;11;47;18;163961.0;4.86;33.599;10.978
Q1;Quận 1;2022;11;47;26;142625.0;7.73;18.451;18.23
Q10;Quận 10;2022;11;47;28;234819.0;5.72;41.052;11.924
Q11;Quận 11;2022;11;47;29;209867.0;5.14;40.83;13.818
Q12;Quận 12;2022;11;47;111;620146.0;52.74;11.921;17.899
Q3;Quận 3;2022;11;47;25;190375.0;4.92;38.694;13.132
Q4;Quận 4;2022;11;47;29;175329.0;4.18;41.945;16.54
Q5;Quận 5;2022;11;47;16;159073.0;4.27;37.254;10.058
Q6;Quận 6;2022;11;47;32;233561.0;7.19;32.712;13.701
Q7;Quận 7;2022;11;47;73;360155.0;35.69;10.091;20.269
Q8;Quận 8;2022;11;47;65;424667.0;19.18;22.222;15.306
TB;Tân Bình;2022;11;47;86;474792.0;22.43;21.168;18.113
TP;Tân Phú;2022;11;47;76;485348.0;15.97;30.391;15.659
TD;Thủ Đức;2022;11;47;257;1169967.0;211.56;5.53;21.966
BC;Bình Chánh;2022;11;48;187;705508.0;252.69;2.793;26.506
BT;Bình Tân;2022;11;48;156;784173.0;52.02;15.074;19.894
BTH;Bình Thạnh;2022;11;48;92;499164.0;20.76;24.021;18.431
CG;Cần Giờ;2022;11;48;12;71526.0;704.45;102.0;16.777
CC;Củ Chi;2022;11;48;106;462047.0;434.77;1.063;22.941
GV;Gò Vấp;2022;11;48;113;676899.0;19.73;34.308;16.694
HM;Hóc Môn;2022;11;48;112;542243.0;109.17;4.967;20.655
NB;Nhà Bè;2022;11;48;47;206837.0;100.43;2.06;22.723
PN;Phú Nhuận;2022;11;48;20;163961.0;4.86;33.599;12.198
Q1;Quận 1;2022;11;48;21;142625.0;7.73;18.451;14.724
Q10;Quận 10;2022;11;48;31;234819.0;5.72;41.052;13.202
Q11;Quận 11;2022;11;48;32;209867.0;5.14;40.83;15.248
Q12;Quận 12;2022;11;48;102;620146.0;52.74;11.921;16.448
Q3;Quận 3;2022;11;48;21;190375.0;4.92;38.694;11.031
Q4;Quận 4;2022;11;48;32;175329.0;4.18;41.945;18.251
Q5;Quận 5;2022;11;48;24;159073.0;4.27;37.254;15.087
Q6;Quận 6;2022;11;48;42;233561.0;7.19;32.712;17.982
Q7;Quận 7;2022;11;48;43;360155.0;35.69;10.091;11.939
Q8;Quận 8;2022;11;48;49;424667.0;19.18;22.222;11.538
TB;Tân Bình;2022;11;48;78;474792.0;22.43;21.168;16.428
TP;Tân Phú;2022;11;48;75;485348.0;15.97;30.391;15.453
TD;Thủ Đức;2022;11;48;237;1169967.0;211.56;5.53;20.257
BC;Bình Chánh;2022;12;49;157;705508.0;252.69;2.793;22.253
BT;Bình Tân;2022;12;49;160;784173.0;52.02;15.074;20.404
BTH;Bình Thạnh;2022;12;49;60;499164.0;20.76;24.021;12.02
CG;Cần Giờ;2022;12;49;14;71526.0;704.45;102.0;19.573
CC;Củ Chi;2022;12;49;83;462047.0;434.77;1.063;17.964
GV;Gò Vấp;2022;12;49;107;676899.0;19.73;34.308;15.807
HM;Hóc Môn;2022;12;49;99;542243.0;109.17;4.967;18.257
NB;Nhà Bè;2022;12;49;36;206837.0;100.43;2.06;17.405
PN;Phú Nhuận;2022;12;49;15;163961.0;4.86;33.599;9.149
Q1;Quận 1;2022;12;49;23;142625.0;7.73;18.451;16.126
Q10;Quận 10;2022;12;49;26;234819.0;5.72;41.052;11.072
Q11;Quận 11;2022;12;49;19;209867.0;5.14;40.83;9.053
Q12;Quận 12;2022;12;49;96;620146.0;52.74;11.921;15.48
Q3;Quận 3;2022;12;49;18;190375.0;4.92;38.694;9.455
Q4;Quận 4;2022;12;49;20;175329.0;4.18;41.945;11.407
Q5;Quận 5;2022;12;49;18;159073.0;4.27;37.254;11.316
Q6;Quận 6;2022;12;49;30;233561.0;7.19;32.712;12.845
Q7;Quận 7;2022;12;49;56;360155.0;35.69;10.091;15.549
Q8;Quận 8;2022;12;49;67;424667.0;19.18;22.222;15.777
TB;Tân Bình;2022;12;49;57;474792.0;22.43;21.168;12.005
TP;Tân Phú;2022;12;49;82;485348.0;15.97;30.391;16.895
TD;Thủ Đức;2022;12;49;245;1169967.0;211.56;5.53;20.941
BC;Bình Chánh;2022;12;50;164;705508.0;252.69;2.793;23.246
BT;Bình Tân;2022;12;50;137;784173.0;52.02;15.074;17.471
BTH;Bình Thạnh;2022;12;50;74;499164.0;20.76;24.021;14.825
CG;Cần Giờ;2022;12;50;19;71526.0;704.45;102.0;26.564
CC;Củ Chi;2022;12;50;86;462047.0;434.77;1.063;18.613
GV;Gò Vấp;2022;12;50;103;676899.0;19.73;34.308;15.216
HM;Hóc Môn;2022;12;50;85;542243.0;109.17;4.967;15.676
NB;Nhà Bè;2022;12;50;40;206837.0;100.43;2.06;19.339
PN;Phú Nhuận;2022;12;50;18;163961.0;4.86;33.599;10.978
Q1;Quận 1;2022;12;50;25;142625.0;7.73;18.451;17.528
Q10;Quận 10;2022;12;50;35;234819.0;5.72;41.052;14.905
Q11;Quận 11;2022;12;50;24;209867.0;5.14;40.83;11.436
Q12;Quận 12;2022;12;50;110;620146.0;52.74;11.921;17.738
Q3;Quận 3;2022;12;50;7;190375.0;4.92;38.694;3.677
Q4;Quận 4;2022;12;50;38;175329.0;4.18;41.945;21.674
Q5;Quận 5;2022;12;50;19;159073.0;4.27;37.254;11.944
Q6;Quận 6;2022;12;50;28;233561.0;7.19;32.712;11.988
Q7;Quận 7;2022;12;50;49;360155.0;35.69;10.091;13.605
Q8;Quận 8;2022;12;50;65;424667.0;19.18;22.222;15.306
TB;Tân Bình;2022;12;50;67;474792.0;22.43;21.168;14.111
TP;Tân Phú;2022;12;50;73;485348.0;15.97;30.391;15.041
TD;Thủ Đức;2022;12;50;207;1169967.0;211.56;5.53;17.693
BC;Bình Chánh;2022;12;51;173;705508.0;252.69;2.793;24.521
BT;Bình Tân;2022;12;51;124;784173.0;52.02;15.074;15.813
BTH;Bình Thạnh;2022;12;51;81;499164.0;20.76;24.021;16.227
CG;Cần Giờ;2022;12;51;16;71526.0;704.45;102.0;22.369
CC;Củ Chi;2022;12;51;92;462047.0;434.77;1.063;19.911
GV;Gò Vấp;2022;12;51;118;676899.0;19.73;34.308;17.432
HM;Hóc Môn;2022;12;51;94;542243.0;109.17;4.967;17.335
NB;Nhà Bè;2022;12;51;30;206837.0;100.43;2.06;14.504
PN;Phú Nhuận;2022;12;51;13;163961.0;4.86;33.599;7.929
Q1;Quận 1;2022;12;51;19;142625.0;7.73;18.451;13.322
Q10;Quận 10;2022;12;51;17;234819.0;5.72;41.052;7.24
Q11;Quận 11;2022;12;51;27;209867.0;5.14;40.83;12.865
Q12;Quận 12;2022;12;51;99;620146.0;52.74;11.921;15.964
Q3;Quận 3;2022;12;51;18;190375.0;4.92;38.694;9.455
Q4;Quận 4;2022;12;51;29;175329.0;4.18;41.945;16.54
Q5;Quận 5;2022;12;51;14;159073.0;4.27;37.254;8.801
Q6;Quận 6;2022;12;51;24;233561.0;7.19;32.712;10.276
Q7;Quận 7;2022;12;51;56;360155.0;35.69;10.091;15.549
Q8;Quận 8;2022;12;51;54;424667.0;19.18;22.222;12.716
TB;Tân Bình;2022;12;51;83;474792.0;22.43;21.168;17.481
TP;Tân Phú;2022;12;51;84;485348.0;15.97;30.391;17.307
TD;Thủ Đức;2022;12;51;227;1169967.0;211.56;5.53;19.402
BC;Bình Chánh;2022;12;52;161;705508.0;252.69;2.793;22.82
BT;Bình Tân;2022;12;52;113;784173.0;52.02;15.074;14.41
BTH;Bình Thạnh;2022;12;52;66;499164.0;20.76;24.021;13.222
CG;Cần Giờ;2022;12;52;17;71526.0;704.45;102.0;23.768
CC;Củ Chi;2022;12;52;102;462047.0;434.77;1.063;22.076
GV;Gò Vấp;2022;12;52;127;676899.0;19.73;34.308;18.762
HM;Hóc Môn;2022;12;52;91;542243.0;109.17;4.967;16.782
NB;Nhà Bè;2022;12;52;32;206837.0;100.43;2.06;15.471
PN;Phú Nhuận;2022;12;52;17;163961.0;4.86;33.599;10.368
Q1;Quận 1;2022;12;52;22;142625.0;7.73;18.451;15.425
Q10;Quận 10;2022;12;52;27;234819.0;5.72;41.052;11.498
Q11;Quận 11;2022;12;52;24;209867.0;5.14;40.83;11.436
Q12;Quận 12;2022;12;52;88;620146.0;52.74;11.921;14.19
Q3;Quận 3;2022;12;52;22;190375.0;4.92;38.694;11.556
Q4;Quận 4;2022;12;52;24;175329.0;4.18;41.945;13.689
Q5;Quận 5;2022;12;52;22;159073.0;4.27;37.254;13.83
Q6;Quận 6;2022;12;52;24;233561.0;7.19;32.712;10.276
Q7;Quận 7;2022;12;52;51;360155.0;35.69;10.091;14.161
Q8;Quận 8;2022;12;52;56;424667.0;19.18;22.222;13.187
TB;Tân Bình;2022;12;52;71;474792.0;22.43;21.168;14.954
TP;Tân Phú;2022;12;52;54;485348.0;15.97;30.391;11.126
TD;Thủ Đức;2022;12;52;222;1169967.0;211.56;5.53;18.975
BC;Bình Chánh;2023;1;1;185;705508.0;252.69;2.793;26.222
BT;Bình Tân;2023;1;1;120;784173.0;52.02;15.074;15.303
BTH;Bình Thạnh;2023;1;1;79;499164.0;20.76;24.021;15.826
CG;Cần Giờ;2023;1;1;20;71526.0;704.45;102.0;27.962
CC;Củ Chi;2023;1;1;117;462047.0;434.77;1.063;25.322
GV;Gò Vấp;2023;1;1;114;676899.0;19.73;34.308;16.842
HM;Hóc Môn;2023;1;1;104;542243.0;109.17;4.967;19.18
NB;Nhà Bè;2023;1;1;31;206837.0;100.43;2.06;14.988
PN;Phú Nhuận;2023;1;1;21;163961.0;4.86;33.599;12.808
Q1;Quận 1;2023;1;1;23;142625.0;7.73;18.451;16.126
Q10;Quận 10;2023;1;1;21;234819.0;5.72;41.052;8.943
Q11;Quận 11;2023;1;1;32;209867.0;5.14;40.83;15.248
Q12;Quận 12;2023;1;1;108;620146.0;52.74;11.921;17.415
Q3;Quận 3;2023;1;1;17;190375.0;4.92;38.694;8.93
Q4;Quận 4;2023;1;1;36;175329.0;4.18;41.945;20.533
Q5;Quận 5;2023;1;1;23;159073.0;4.27;37.254;14.459
Q6;Quận 6;2023;1;1;31;233561.0;7.19;32.712;13.273
Q7;Quận 7;2023;1;1;59;360155.0;35.69;10.091;16.382
Q8;Quận 8;2023;1;1;60;424667.0;19.18;22.222;14.129
TB;Tân Bình;2023;1;1;78;474792.0;22.43;21.168;16.428
TP;Tân Phú;2023;1;1;65;485348.0;15.97;30.391;13.392
TD;Thủ Đức;2023;1;1;227;1169967.0;211.56;5.53;19.402
BC;Bình Chánh;2023;1;2;194;705508.0;252.69;2.793;27.498
BT;Bình Tân;2023;1;2;147;784173.0;52.02;15.074;18.746
BTH;Bình Thạnh;2023;1;2;96;499164.0;20.76;24.021;19.232
CG;Cần Giờ;2023;1;2;16;71526.0;704.45;102.0;22.369
CC;Củ Chi;2023;1;2;101;462047.0;434.77;1.063;21.859
GV;Gò Vấp;2023;1;2;114;676899.0;19.73;34.308;16.842
HM;Hóc Môn;2023;1;2;111;542243.0;109.17;4.967;20.471
NB;Nhà Bè;2023;1;2;33;206837.0;100.43;2.06;15.955
PN;Phú Nhuận;2023;1;2;14;163961.0;4.86;33.599;8.539
Q1;Quận 1;2023;1;2;10;142625.0;7.73;18.451;7.011
Q10;Quận 10;2023;1;2;32;234819.0;5.72;41.052;13.628
Q11;Quận 11;2023;1;2;41;209867.0;5.14;40.83;19.536
Q12;Quận 12;2023;1;2;104;620146.0;52.74;11.921;16.77
Q3;Quận 3;2023;1;2;18;190375.0;4.92;38.694;9.455
Q4;Quận 4;2023;1;2;23;175329.0;4.18;41.945;13.118
Q5;Quận 5;2023;1;2;28;159073.0;4.27;37.254;17.602
Q6;Quận 6;2023;1;2;40;233561.0;7.19;32.712;17.126
Q7;Quận 7;2023;1;2;54;360155.0;35.69;10.091;14.994
Q8;Quận 8;2023;1;2;64;424667.0;19.18;22.222;15.071
TB;Tân Bình;2023;1;2;75;474792.0;22.43;21.168;15.796
TP;Tân Phú;2023;1;2;69;485348.0;15.97;30.391;14.217
TD;Thủ Đức;2023;1;2;232;1169967.0;211.56;5.53;19.83
BC;Bình Chánh;2023;1;3;197;705508.0;252.69;2.793;27.923
BT;Bình Tân;2023;1;3;145;784173.0;52.02;15.074;18.491
BTH;Bình Thạnh;2023;1;3;89;499164.0;20.76;24.021;17.83
CG;Cần Giờ;2023;1;3;11;71526.0;704.45;102.0;15.379
CC;Củ Chi;2023;1;3;94;462047.0;434.77;1.063;20.344
GV;Gò Vấp;2023;1;3;110;676899.0;19.73;34.308;16.251
HM;Hóc Môn;2023;1;3;93;542243.0;109.17;4.967;17.151
NB;Nhà Bè;2023;1;3;43;206837.0;100.43;2.06;20.789
PN;Phú Nhuận;2023;1;3;31;163961.0;4.86;33.599;18.907
Q1;Quận 1;2023;1;3;20;142625.0;7.73;18.451;14.023
Q10;Quận 10;2023;1;3;21;234819.0;5.72;41.052;8.943
Q11;Quận 11;2023;1;3;24;209867.0;5.14;40.83;11.436
Q12;Quận 12;2023;1;3;114;620146.0;52.74;11.921;18.383
Q3;Quận 3;2023;1;3;16;190375.0;4.92;38.694;8.404
Q4;Quận 4;2023;1;3;24;175329.0;4.18;41.945;13.689
Q5;Quận 5;2023;1;3;26;159073.0;4.27;37.254;16.345
Q6;Quận 6;2023;1;3;32;233561.0;7.19;32.712;13.701
Q7;Quận 7;2023;1;3;60;360155.0;35.69;10.091;16.659
Q8;Quận 8;2023;1;3;64;424667.0;19.18;22.222;15.071
TB;Tân Bình;2023;1;3;64;474792.0;22.43;21.168;13.48
TP;Tân Phú;2023;1;3;83;485348.0;15.97;30.391;17.101
TD;Thủ Đức;2023;1;3;245;1169967.0;211.56;5.53;20.941
BC;Bình Chánh;2023;1;4;215;705508.0;252.69;2.793;30.474
BT;Bình Tân;2023;1;4;142;784173.0;52.02;15.074;18.108
BTH;Bình Thạnh;2023;1;4;76;499164.0;20.76;24.021;15.225
CG;Cần Giờ;2023;1;4;19;71526.0;704.45;102.0;26.564
CC;Củ Chi;2023;1;4;93;462047.0;434.77;1.063;20.128
GV;Gò Vấp;2023;1;4;108;676899.0;19.73;34.308;15.955
HM;Hóc Môn;2023;1;4;118;542243.0;109.17;4.967;21.761
NB;Nhà Bè;2023;1;4;47;206837.0;100.43;2.06;22.723
PN;Phú Nhuận;2023;1;4;25;163961.0;4.86;33.599;15.248
Q1;Quận 1;2023;1;4;20;142625.0;7.73;18.451;14.023
Q10;Quận 10;2023;1;4;20;234819.0;5.72;41.052;8.517
Q11;Quận 11;2023;1;4;36;209867.0;5.14;40.83;17.154
Q12;Quận 12;2023;1;4;114;620146.0;52.74;11.921;18.383
Q3;Quận 3;2023;1;4;26;190375.0;4.92;38.694;13.657
Q4;Quận 4;2023;1;4;25;175329.0;4.18;41.945;14.259
Q5;Quận 5;2023;1;4;20;159073.0;4.27;37.254;12.573
Q6;Quận 6;2023;1;4;42;233561.0;7.19;32.712;17.982
Q7;Quận 7;2023;1;4;53;360155.0;35.69;10.091;14.716
Q8;Quận 8;2023;1;4;67;424667.0;19.18;22.222;15.777
TB;Tân Bình;2023;1;4;60;474792.0;22.43;21.168;12.637
TP;Tân Phú;2023;1;4;83;485348.0;15.97;30.391;17.101
TD;Thủ Đức;2023;1;4;216;1169967.0;211.56;5.53;18.462
BC;Bình Chánh;2023;1;5;186;705508.0;252.69;2.793;26.364
BT;Bình Tân;2023;1;5;135;784173.0;52.02;15.074;17.216
BTH;Bình Thạnh;2023;1;5;71;499164.0;20.76;24.021;14.224
